销售订单行号,产品编码,母件编码,子件编码,产生阶段,定额
2021045624-10,8000288022,8000031820,8000001281,套塑子工序,1
2021045624-10,8000288022,8000031820,8000001341,套塑子工序,1
2021045624-10,8000288022,8000031820,8000001365,套塑子工序,1
2021045624-10,8000288022,8000031820,8000001269,套塑子工序,1
2021045624-10,8000288022,8000031820,8000225972,套塑子工序,1.436047
2021045624-10,8000288022,8000031820,8000001317,套塑子工序,1
2021045624-10,8000288022,8000031820,8000001293,套塑子工序,1
2021045624-10,8000288022,8000031820,8000283271,套塑子工序,0.094961
2021045624-10,8000288022,8000031820,8000001389,套塑子工序,1
2021045624-10,8000288022,8000031820,8000001305,套塑子工序,1
2021045624-10,8000288022,8000031820,8000001377,套塑子工序,1
2021045624-10,8000288022,8000031820,8000001401,套塑子工序,1
2021045624-10,8000288022,8000051754,8000224419,加强件子工序,2.328571
2021045624-10,8000288022,8000051754,8000223854,加强件子工序,1
2021045624-10,8000288022,8000031819,8000001365,套塑子工序,1
2021045624-10,8000288022,8000031819,8000001269,套塑子工序,1
2021045624-10,8000288022,8000031819,8000001377,套塑子工序,1
2021045624-10,8000288022,8000031819,8000283270,套塑子工序,0.094961
2021045624-10,8000288022,8000031819,8000225972,套塑子工序,1.436047
2021045624-10,8000288022,8000031819,8000001329,套塑子工序,1
2021045624-10,8000288022,8000031819,8000001353,套塑子工序,1
2021045624-10,8000288022,8000031819,8000001341,套塑子工序,1
2021045624-10,8000288022,8000031819,8000001305,套塑子工序,1
2021045624-10,8000288022,8000031819,8000001281,套塑子工序,1
2021045624-10,8000288022,8000031819,8000001317,套塑子工序,1
2021045624-10,8000288022,8000031819,8000256379,套塑子工序,2.704457
2021045624-10,8000288022,8000031819,8000001401,套塑子工序,1
2021045624-10,8000288022,8000031819,8000001293,套塑子工序,1
2021045624-10,8000288022,8000031819,8000001389,套塑子工序,1
2021045624-10,8000288022,8000031826,8000283277,套塑子工序,0.094961
2021045624-10,8000288022,8000031826,8000001329,套塑子工序,1
2021045624-10,8000288022,8000031826,8000001293,套塑子工序,1
2021045624-10,8000288022,8000031826,8000001317,套塑子工序,1
2021045624-10,8000288022,8000031826,8000225972,套塑子工序,1.436047
2021045624-10,8000288022,8000031826,8000001401,套塑子工序,1
2021045624-10,8000288022,8000031826,8000001365,套塑子工序,1
2021045624-10,8000288022,8000031826,8000001305,套塑子工序,1
2021045624-10,8000288022,8000031826,8000001353,套塑子工序,1
2021045624-10,8000288022,8000031826,8000001341,套塑子工序,1
2021045624-10,8000288022,8000031826,8000001269,套塑子工序,1
2021045624-10,8000288022,8000031826,8000001281,套塑子工序,1
2021045624-10,8000288022,8000031826,8000256379,套塑子工序,2.704457
2021045624-10,8000288022,8000031826,8000001389,套塑子工序,1
2021045624-10,8000288022,8000031826,8000001377,套塑子工序,1
2021045624-10,8000288022,8000031823,8000001269,套塑子工序,1
2021045624-10,8000288022,8000031823,8000001317,套塑子工序,1
2021045624-10,8000288022,8000031823,8000224617,套塑子工序,0.094961
2021045624-10,8000288022,8000031823,8000001341,套塑子工序,1
2021045624-10,8000288022,8000031823,8000001401,套塑子工序,1
2021045624-10,8000288022,8000031823,8000001305,套塑子工序,1
2021045624-10,8000288022,8000031823,8000225972,套塑子工序,1.436047
2021045624-10,8000288022,8000031823,8000001353,套塑子工序,1
2021045624-10,8000288022,8000031823,8000001293,套塑子工序,1
2021045624-10,8000288022,8000031823,8000001389,套塑子工序,1
2021045624-10,8000288022,8000031823,8000001329,套塑子工序,1
2021045624-10,8000288022,8000031823,8000001377,套塑子工序,1
2021045624-10,8000288022,8000031823,8000001365,套塑子工序,1
2021045624-10,8000288022,8000031823,8000256379,套塑子工序,2.704457
2021045624-10,8000288022,8000031823,8000001281,套塑子工序,1
2021045624-10,8000288022,8000031822,8000001329,套塑子工序,1
2021045624-10,8000288022,8000031822,8000001269,套塑子工序,1
2021045624-10,8000288022,8000031822,8000001401,套塑子工序,1
2021045624-10,8000288022,8000031822,8000001389,套塑子工序,1
2021045624-10,8000288022,8000031822,8000001377,套塑子工序,1
2021045624-10,8000288022,8000031822,8000256379,套塑子工序,2.704457
2021045624-10,8000288022,8000031822,8000283273,套塑子工序,0.094961
2021045624-10,8000288022,8000031822,8000001293,套塑子工序,1
2021045624-10,8000288022,8000031822,8000001305,套塑子工序,1
2021045624-10,8000288022,8000031822,8000001365,套塑子工序,1
2021045624-10,8000288022,8000031822,8000225972,套塑子工序,1.436047
2021045624-10,8000288022,8000031822,8000001353,套塑子工序,1
2021045624-10,8000288022,8000031822,8000001317,套塑子工序,1
2021045624-10,8000288022,8000031822,8000001281,套塑子工序,1
2021045624-10,8000288022,8000031822,8000001341,套塑子工序,1
2021045624-10,8000288022,8000031825,8000001389,套塑子工序,1
2021045624-10,8000288022,8000031825,8000001281,套塑子工序,1
2021045624-10,8000288022,8000031825,8000001353,套塑子工序,1
2021045624-10,8000288022,8000031825,8000001305,套塑子工序,1
2021045624-10,8000288022,8000031825,8000001317,套塑子工序,1
2021045624-10,8000288022,8000031825,8000256379,套塑子工序,2.704457
2021045624-10,8000288022,8000031825,8000001329,套塑子工序,1
2021045624-10,8000288022,8000031825,8000001401,套塑子工序,1
2021045624-10,8000288022,8000031825,8000225972,套塑子工序,1.436047
2021045624-10,8000288022,8000031825,8000001341,套塑子工序,1
2021045624-10,8000288022,8000031825,8000001365,套塑子工序,1
2021045624-10,8000288022,8000031825,8000001377,套塑子工序,1
2021045624-10,8000288022,8000031825,8000001293,套塑子工序,1
2021045624-10,8000288022,8000031825,8000001269,套塑子工序,1
2021045624-10,8000288022,8000031825,8000283276,套塑子工序,0.094961
2021045624-10,8000288022,8000031821,8000001353,套塑子工序,1
2021045624-10,8000288022,8000031821,8000256379,套塑子工序,2.704457
2021045624-10,8000288022,8000031821,8000001377,套塑子工序,1
2021045624-10,8000288022,8000031821,8000001389,套塑子工序,1
2021045624-10,8000288022,8000031821,8000001401,套塑子工序,1
2021045624-10,8000288022,8000031821,8000283272,套塑子工序,0.094961
2021045624-10,8000288022,8000031821,8000001341,套塑子工序,1
2021045624-10,8000288022,8000031821,8000225972,套塑子工序,1.436047
2021045624-10,8000288022,8000031821,8000001293,套塑子工序,1
2021045624-10,8000288022,8000031821,8000001317,套塑子工序,1
2021045624-10,8000288022,8000031821,8000001269,套塑子工序,1
2021045624-10,8000288022,8000031821,8000001365,套塑子工序,1
2021045624-10,8000288022,8000031821,8000001329,套塑子工序,1
2021045624-10,8000288022,8000031821,8000001281,套塑子工序,1
2021045624-10,8000288022,8000031821,8000001305,套塑子工序,1
2021045624-10,8000288022,8000001269,8000000002,着色子工序,1
2021045624-10,8000288022,8000001269,8000225737,着色子工序,0.005814
2021045624-10,8000288022,8000001365,8000225745,着色子工序,0.005814
2021045624-10,8000288022,8000001365,8000000002,着色子工序,1
2021045624-10,8000288022,8000001377,8000225746,着色子工序,0.005814
2021045624-10,8000288022,8000001377,8000000002,着色子工序,1
2021045624-10,8000288022,8000001293,8000000002,着色子工序,1
2021045624-10,8000288022,8000001293,8000225739,着色子工序,0.005814
2021045624-10,8000288022,8000001317,8000225741,着色子工序,0.005814
2021045624-10,8000288022,8000001317,8000000002,着色子工序,1
2021045624-10,8000288022,8000001341,8000000002,着色子工序,1
2021045624-10,8000288022,8000001341,8000225743,着色子工序,0.005814
2021045624-10,8000288022,8000001389,8000225747,着色子工序,0.005814
2021045624-10,8000288022,8000001389,8000000002,着色子工序,1
2021045624-10,8000288022,8000001353,8000000002,着色子工序,1
2021045624-10,8000288022,8000001353,8000225744,着色子工序,0.005814
2021045624-10,8000288022,8000001329,8000225742,着色子工序,0.005814
2021045624-10,8000288022,8000001329,8000000002,着色子工序,1
2021045624-10,8000288022,8000001281,8000000002,着色子工序,1
2021045624-10,8000288022,8000001281,8000225738,着色子工序,0.005814
2021045624-10,8000288022,8000001305,8000225740,着色子工序,0.005814
2021045624-10,8000288022,8000001305,8000000002,着色子工序,1
2021045624-10,8000288022,8000001401,8000225748,着色子工序,0.005814
2021045624-10,8000288022,8000001401,8000000002,着色子工序,1
2021055444-10,8000288025,8000288025,8000055662,外护子工序,1.032
2021055444-10,8000288025,8000288025,8000272511,外护子工序,0.694
2021055444-10,8000288025,8000288025,8000232608,外护子工序,4.732
2021055444-10,8000288025,8000288025,8000283700,外护子工序,51.269
2021055444-10,8000288025,8000055662,8000223851,成缆子工序,1.017442
2021055444-10,8000288025,8000055662,8000032877,成缆子工序,1
2021055444-10,8000288025,8000055662,8000051661,成缆子工序,1
2021055444-10,8000288025,8000055662,8000032869,成缆子工序,1
2021055444-10,8000288025,8000055662,8000283379,成缆子工序,0.193798
2021055444-10,8000288025,8000055662,8000032871,成缆子工序,1
2021055444-10,8000288025,8000055662,8000032875,成缆子工序,1
2021055444-10,8000288025,8000055662,8000232449,成缆子工序,2.161822
2021055444-10,8000288025,8000055662,8000239096,成缆子工序,0.781977
2021055444-10,8000288025,8000032877,8000001329,套塑子工序,1
2021055444-10,8000288025,8000032877,8000224609,套塑子工序,2.916667
2021055444-10,8000288025,8000032877,8000001317,套塑子工序,1
2021055444-10,8000288025,8000032877,8000001377,套塑子工序,1
2021055444-10,8000288025,8000032877,8000225972,套塑子工序,1.717054
2021055444-10,8000288025,8000032877,8000001389,套塑子工序,1
2021055444-10,8000288025,8000032877,8000001293,套塑子工序,1
2021055444-10,8000288025,8000032877,8000001353,套塑子工序,1
2021055444-10,8000288025,8000032877,8000001281,套塑子工序,1
2021055444-10,8000288025,8000032877,8000001341,套塑子工序,1
2021055444-10,8000288025,8000032877,8000001365,套塑子工序,1
2021055444-10,8000288025,8000032877,8000001305,套塑子工序,1
2021055444-10,8000288025,8000032877,8000283278,套塑子工序,0.101744
2021055444-10,8000288025,8000032877,8000001269,套塑子工序,1
2021055444-10,8000288025,8000032877,8000001401,套塑子工序,1
2021055444-10,8000288025,8000032869,8000001353,套塑子工序,1
2021055444-10,8000288025,8000032869,8000001377,套塑子工序,1
2021055444-10,8000288025,8000032869,8000001281,套塑子工序,1
2021055444-10,8000288025,8000032869,8000225972,套塑子工序,1.717054
2021055444-10,8000288025,8000032869,8000001329,套塑子工序,1
2021055444-10,8000288025,8000032869,8000001401,套塑子工序,1
2021055444-10,8000288025,8000032869,8000001293,套塑子工序,1
2021055444-10,8000288025,8000032869,8000001305,套塑子工序,1
2021055444-10,8000288025,8000032869,8000283270,套塑子工序,0.101744
2021055444-10,8000288025,8000032869,8000001317,套塑子工序,1
2021055444-10,8000288025,8000032869,8000001341,套塑子工序,1
2021055444-10,8000288025,8000032869,8000001365,套塑子工序,1
2021055444-10,8000288025,8000032869,8000001269,套塑子工序,1
2021055444-10,8000288025,8000032869,8000224609,套塑子工序,2.916667
2021055444-10,8000288025,8000032869,8000001389,套塑子工序,1
2021055444-10,8000288025,8000032871,8000001389,套塑子工序,1
2021055444-10,8000288025,8000032871,8000001401,套塑子工序,1
2021055444-10,8000288025,8000032871,8000001377,套塑子工序,1
2021055444-10,8000288025,8000032871,8000001329,套塑子工序,1
2021055444-10,8000288025,8000032871,8000224609,套塑子工序,2.916667
2021055444-10,8000288025,8000032871,8000001305,套塑子工序,1
2021055444-10,8000288025,8000032871,8000225972,套塑子工序,1.717054
2021055444-10,8000288025,8000032871,8000001281,套塑子工序,1
2021055444-10,8000288025,8000032871,8000001365,套塑子工序,1
2021055444-10,8000288025,8000032871,8000001341,套塑子工序,1
2021055444-10,8000288025,8000032871,8000283272,套塑子工序,0.101744
2021055444-10,8000288025,8000032871,8000001269,套塑子工序,1
2021055444-10,8000288025,8000032871,8000001353,套塑子工序,1
2021055444-10,8000288025,8000032871,8000001317,套塑子工序,1
2021055444-10,8000288025,8000032871,8000001293,套塑子工序,1
2021055444-10,8000288025,8000032875,8000001365,套塑子工序,1
2021055444-10,8000288025,8000032875,8000001341,套塑子工序,1
2021055444-10,8000288025,8000032875,8000001329,套塑子工序,1
2021055444-10,8000288025,8000032875,8000001401,套塑子工序,1
2021055444-10,8000288025,8000032875,8000001269,套塑子工序,1
2021055444-10,8000288025,8000032875,8000224609,套塑子工序,2.916667
2021055444-10,8000288025,8000032875,8000225972,套塑子工序,1.717054
2021055444-10,8000288025,8000032875,8000001293,套塑子工序,1
2021055444-10,8000288025,8000032875,8000001305,套塑子工序,1
2021055444-10,8000288025,8000032875,8000001281,套塑子工序,1
2021055444-10,8000288025,8000032875,8000001389,套塑子工序,1
2021055444-10,8000288025,8000032875,8000001377,套塑子工序,1
2021055444-10,8000288025,8000032875,8000283276,套塑子工序,0.101744
2021055444-10,8000288025,8000032875,8000001317,套塑子工序,1
2021055444-10,8000288025,8000032875,8000001353,套塑子工序,1
2021055444-10,8000288025,8000001329,8000225742,着色子工序,0.005814
2021055444-10,8000288025,8000001329,8000000002,着色子工序,1
2021055444-10,8000288025,8000001317,8000000002,着色子工序,1
2021055444-10,8000288025,8000001317,8000225741,着色子工序,0.005814
2021055444-10,8000288025,8000001377,8000000002,着色子工序,1
2021055444-10,8000288025,8000001377,8000225746,着色子工序,0.005814
2021055444-10,8000288025,8000001389,8000000002,着色子工序,1
2021055444-10,8000288025,8000001389,8000225747,着色子工序,0.005814
2021055444-10,8000288025,8000001293,8000000002,着色子工序,1
2021055444-10,8000288025,8000001293,8000225739,着色子工序,0.005814
2021055444-10,8000288025,8000001353,8000225744,着色子工序,0.005814
2021055444-10,8000288025,8000001353,8000000002,着色子工序,1
2021055444-10,8000288025,8000001281,8000000002,着色子工序,1
2021055444-10,8000288025,8000001281,8000225738,着色子工序,0.005814
2021055444-10,8000288025,8000001341,8000225743,着色子工序,0.005814
2021055444-10,8000288025,8000001341,8000000002,着色子工序,1
2021055444-10,8000288025,8000001365,8000000002,着色子工序,1
2021055444-10,8000288025,8000001365,8000225745,着色子工序,0.005814
2021055444-10,8000288025,8000001305,8000225740,着色子工序,0.005814
2021055444-10,8000288025,8000001305,8000000002,着色子工序,1
2021055444-10,8000288025,8000001269,8000000002,着色子工序,1
2021055444-10,8000288025,8000001269,8000225737,着色子工序,0.005814
2021055444-10,8000288025,8000001401,8000000002,着色子工序,1
2021055444-10,8000288025,8000001401,8000225748,着色子工序,0.005814
2021045651-10,8000289139,8000289139,8000283700,外护子工序,52.994
2021045651-10,8000289139,8000289139,8000272520,外护子工序,12.811
2021045651-10,8000289139,8000289139,8000052692,外护子工序,1.018
2021045651-10,8000289139,8000289139,8000272510,外护子工序,0.416
2021045651-10,8000289139,8000052692,8000232445,成缆子工序,1.753438
2021045651-10,8000289139,8000052692,8002191144,成缆子工序,1
2021045651-10,8000289139,8000052692,8000239092,成缆子工序,0.921415
2021045651-10,8000289139,8000052692,8000223843,成缆子工序,1.031434
2021045651-10,8000289139,8000052692,8000051649,成缆子工序,3
2021045651-10,8000289139,8000052692,8000275222,成缆子工序,0.460707
2021045651-10,8000289139,8000052692,8000283379,成缆子工序,0.196464
2021045651-10,8000289139,8000052692,8002191145,成缆子工序,1
2021045651-10,8000289139,8002191144,8000272113,套塑子工序,0.117878
2021045651-10,8000289139,8002191144,8000001329,套塑子工序,1
2021045651-10,8000289139,8002191144,8000001317,套塑子工序,1
2021045651-10,8000289139,8002191144,8000001401,套塑子工序,1
2021045651-10,8000289139,8002191144,8000001269,套塑子工序,1
2021045651-10,8000289139,8002191144,8000001305,套塑子工序,1
2021045651-10,8000289139,8002191144,8000279455,套塑子工序,1.180747
2021045651-10,8000289139,8002191144,8000001365,套塑子工序,1
2021045651-10,8000289139,8002191144,8000001293,套塑子工序,1
2021045651-10,8000289139,8002191144,8000001353,套塑子工序,1
2021045651-10,8000289139,8002191144,8000001281,套塑子工序,1
2021045651-10,8000289139,8002191144,8000001389,套塑子工序,1
2021045651-10,8000289139,8002191144,8000001341,套塑子工序,1
2021045651-10,8000289139,8002191144,8000001377,套塑子工序,1
2021045651-10,8000289139,8002191144,8000252687,套塑子工序,1.714145
2021045651-10,8000289139,8002191145,8000272114,套塑子工序,0.117878
2021045651-10,8000289139,8002191145,8000001293,套塑子工序,1
2021045651-10,8000289139,8002191145,8000001401,套塑子工序,1
2021045651-10,8000289139,8002191145,8000001365,套塑子工序,1
2021045651-10,8000289139,8002191145,8000001377,套塑子工序,1
2021045651-10,8000289139,8002191145,8000001317,套塑子工序,1
2021045651-10,8000289139,8002191145,8000279455,套塑子工序,1.180747
2021045651-10,8000289139,8002191145,8000001329,套塑子工序,1
2021045651-10,8000289139,8002191145,8000001341,套塑子工序,1
2021045651-10,8000289139,8002191145,8000252687,套塑子工序,1.714145
2021045651-10,8000289139,8002191145,8000001305,套塑子工序,1
2021045651-10,8000289139,8002191145,8000001353,套塑子工序,1
2021045651-10,8000289139,8002191145,8000001389,套塑子工序,1
2021045651-10,8000289139,8002191145,8000001281,套塑子工序,1
2021045651-10,8000289139,8002191145,8000001269,套塑子工序,1
2021045651-10,8000289139,8000001329,8000225742,着色子工序,0.005894
2021045651-10,8000289139,8000001329,8000000002,着色子工序,1
2021045651-10,8000289139,8000001317,8000000002,着色子工序,1
2021045651-10,8000289139,8000001317,8000225741,着色子工序,0.005894
2021045651-10,8000289139,8000001401,8000000002,着色子工序,1
2021045651-10,8000289139,8000001401,8000225748,着色子工序,0.005894
2021045651-10,8000289139,8000001269,8000000002,着色子工序,1
2021045651-10,8000289139,8000001269,8000225737,着色子工序,0.005894
2021045651-10,8000289139,8000001305,8000000002,着色子工序,1
2021045651-10,8000289139,8000001305,8000225740,着色子工序,0.005894
2021045651-10,8000289139,8000001365,8000225745,着色子工序,0.005894
2021045651-10,8000289139,8000001365,8000000002,着色子工序,1
2021045651-10,8000289139,8000001293,8000000002,着色子工序,1
2021045651-10,8000289139,8000001293,8000225739,着色子工序,0.005894
2021045651-10,8000289139,8000001353,8000225744,着色子工序,0.005894
2021045651-10,8000289139,8000001353,8000000002,着色子工序,1
2021045651-10,8000289139,8000001281,8000000002,着色子工序,1
2021045651-10,8000289139,8000001281,8000225738,着色子工序,0.005894
2021045651-10,8000289139,8000001389,8000225747,着色子工序,0.005894
2021045651-10,8000289139,8000001389,8000000002,着色子工序,1
2021045651-10,8000289139,8000001341,8000000002,着色子工序,1
2021045651-10,8000289139,8000001341,8000225743,着色子工序,0.005894
2021045651-10,8000289139,8000001377,8000000002,着色子工序,1
2021045651-10,8000289139,8000001377,8000225746,着色子工序,0.005894
2021045462-20,8000289139,8000289139,8000272510,外护子工序,0.416
2021045462-20,8000289139,8000289139,8000283700,外护子工序,52.994
2021045462-20,8000289139,8000289139,8000272520,外护子工序,12.811
2021045462-20,8000289139,8000289139,8000052692,外护子工序,1.018
2021045462-20,8000289139,8000052692,8000223843,成缆子工序,1.031434
2021045462-20,8000289139,8000052692,8002191145,成缆子工序,1
2021045462-20,8000289139,8000052692,8002191144,成缆子工序,1
2021045462-20,8000289139,8000052692,8000283379,成缆子工序,0.196464
2021045462-20,8000289139,8000052692,8000232445,成缆子工序,1.753438
2021045462-20,8000289139,8000052692,8000275222,成缆子工序,0.460707
2021045462-20,8000289139,8000052692,8000239092,成缆子工序,0.921415
2021045462-20,8000289139,8000052692,8000051652,成缆子工序,3
2021045462-20,8000289139,8002191145,8000001329,套塑子工序,1
2021045462-20,8000289139,8002191145,8000001305,套塑子工序,1
2021045462-20,8000289139,8002191145,8000001377,套塑子工序,1
2021045462-20,8000289139,8002191145,8000001281,套塑子工序,1
2021045462-20,8000289139,8002191145,8000001389,套塑子工序,1
2021045462-20,8000289139,8002191145,8000001365,套塑子工序,1
2021045462-20,8000289139,8002191145,8000001293,套塑子工序,1
2021045462-20,8000289139,8002191145,8000252687,套塑子工序,1.714145
2021045462-20,8000289139,8002191145,8000001353,套塑子工序,1
2021045462-20,8000289139,8002191145,8000001269,套塑子工序,1
2021045462-20,8000289139,8002191145,8000001341,套塑子工序,1
2021045462-20,8000289139,8002191145,8000279455,套塑子工序,1.180747
2021045462-20,8000289139,8002191145,8000001317,套塑子工序,1
2021045462-20,8000289139,8002191145,8000283271,套塑子工序,0.087426
2021045462-20,8000289139,8002191145,8000001401,套塑子工序,1
2021045462-20,8000289139,8002191144,8000001353,套塑子工序,1
2021045462-20,8000289139,8002191144,8000001329,套塑子工序,1
2021045462-20,8000289139,8002191144,8000001365,套塑子工序,1
2021045462-20,8000289139,8002191144,8000001305,套塑子工序,1
2021045462-20,8000289139,8002191144,8000252687,套塑子工序,1.714145
2021045462-20,8000289139,8002191144,8000001293,套塑子工序,1
2021045462-20,8000289139,8002191144,8000001401,套塑子工序,1
2021045462-20,8000289139,8002191144,8000001377,套塑子工序,1
2021045462-20,8000289139,8002191144,8000001281,套塑子工序,1
2021045462-20,8000289139,8002191144,8000001389,套塑子工序,1
2021045462-20,8000289139,8002191144,8000283270,套塑子工序,0.087426
2021045462-20,8000289139,8002191144,8000001317,套塑子工序,1
2021045462-20,8000289139,8002191144,8000279455,套塑子工序,1.180747
2021045462-20,8000289139,8002191144,8000001269,套塑子工序,1
2021045462-20,8000289139,8002191144,8000001341,套塑子工序,1
2021045462-20,8000289139,8000001329,8000225742,着色子工序,0.005894
2021045462-20,8000289139,8000001329,8000000002,着色子工序,1
2021045462-20,8000289139,8000001305,8000000002,着色子工序,1
2021045462-20,8000289139,8000001305,8000225740,着色子工序,0.005894
2021045462-20,8000289139,8000001377,8000225746,着色子工序,0.005894
2021045462-20,8000289139,8000001377,8000000002,着色子工序,1
2021045462-20,8000289139,8000001281,8000225738,着色子工序,0.005894
2021045462-20,8000289139,8000001281,8000000002,着色子工序,1
2021045462-20,8000289139,8000001389,8000000002,着色子工序,1
2021045462-20,8000289139,8000001389,8000225747,着色子工序,0.005894
2021045462-20,8000289139,8000001365,8000000002,着色子工序,1
2021045462-20,8000289139,8000001365,8000225745,着色子工序,0.005894
2021045462-20,8000289139,8000001293,8000225739,着色子工序,0.005894
2021045462-20,8000289139,8000001293,8000000002,着色子工序,1
2021045462-20,8000289139,8000001353,8000225744,着色子工序,0.005894
2021045462-20,8000289139,8000001353,8000000002,着色子工序,1
2021045462-20,8000289139,8000001269,8000225737,着色子工序,0.005894
2021045462-20,8000289139,8000001269,8000000002,着色子工序,1
2021045462-20,8000289139,8000001341,8000225743,着色子工序,0.005894
2021045462-20,8000289139,8000001341,8000000002,着色子工序,1
2021045462-20,8000289139,8000001317,8000000002,着色子工序,1
2021045462-20,8000289139,8000001317,8000225741,着色子工序,0.005894
2021045462-20,8000289139,8000001401,8000225748,着色子工序,0.005894
2021045462-20,8000289139,8000001401,8000000002,着色子工序,1
2021045574-20,8000289637,8000289637,8000224423,外护子工序,3.663
2021045574-20,8000289637,8000289637,8000058472,外护子工序,1.031
2021045574-20,8000289637,8000289637,8000283700,外护子工序,53.312
2021045574-20,8000289637,8000289637,8000272510,外护子工序,0.416
2021045574-20,8000289637,8000058472,8000288051,成缆子工序,1
2021045574-20,8000289637,8000058472,8000288053,成缆子工序,1
2021045574-20,8000289637,8000058472,8000239092,成缆子工序,1.163919
2021045574-20,8000289637,8000058472,8000288052,成缆子工序,1
2021045574-20,8000289637,8000058472,8000288046,成缆子工序,1
2021045574-20,8000289637,8000058472,8000253005,成缆子工序,1.018429
2021045574-20,8000289637,8000058472,8000283379,成缆子工序,0.387973
2021045574-20,8000289637,8000058472,8000275222,成缆子工序,0.581959
2021045574-20,8000289637,8000058472,8000232454,成缆子工序,2.597478
2021045574-20,8000289637,8000058472,8000288049,成缆子工序,1
2021045574-20,8000289637,8000058472,8000288048,成缆子工序,1
2021045574-20,8000289637,8000058472,8000288050,成缆子工序,1
2021045574-20,8000289637,8000058472,8000288047,成缆子工序,1
2021045574-20,8000289637,8000288051,8000001377,套塑子工序,1
2021045574-20,8000289637,8000288051,8000001389,套塑子工序,1
2021045574-20,8000289637,8000288051,8000001329,套塑子工序,1
2021045574-20,8000289637,8000288051,8000001281,套塑子工序,1
2021045574-20,8000289637,8000288051,8000252687,套塑子工序,2.055286
2021045574-20,8000289637,8000288051,8000001317,套塑子工序,1
2021045574-20,8000289637,8000288051,8000001305,套塑子工序,1
2021045574-20,8000289637,8000288051,8000001353,套塑子工序,1
2021045574-20,8000289637,8000288051,8000001269,套塑子工序,1
2021045574-20,8000289637,8000288051,8000285896,套塑子工序,0.1387
2021045574-20,8000289637,8000288051,8000001341,套塑子工序,1
2021045574-20,8000289637,8000288051,8000001401,套塑子工序,1
2021045574-20,8000289637,8000288051,8000001365,套塑子工序,1
2021045574-20,8000289637,8000288051,8000001293,套塑子工序,1
2021045574-20,8000289637,8000288053,8000001341,套塑子工序,1
2021045574-20,8000289637,8000288053,8000001317,套塑子工序,1
2021045574-20,8000289637,8000288053,8000001329,套塑子工序,1
2021045574-20,8000289637,8000288053,8000001281,套塑子工序,1
2021045574-20,8000289637,8000288053,8000001365,套塑子工序,1
2021045574-20,8000289637,8000288053,8000001305,套塑子工序,1
2021045574-20,8000289637,8000288053,8000001269,套塑子工序,1
2021045574-20,8000289637,8000288053,8000001353,套塑子工序,1
2021045574-20,8000289637,8000288053,8000001293,套塑子工序,1
2021045574-20,8000289637,8000288053,8000001377,套塑子工序,1
2021045574-20,8000289637,8000288053,8000252687,套塑子工序,2.055286
2021045574-20,8000289637,8000288053,8000272120,套塑子工序,0.155189
2021045574-20,8000289637,8000288053,8000001389,套塑子工序,1
2021045574-20,8000289637,8000288053,8000285896,套塑子工序,0.1387
2021045574-20,8000289637,8000288053,8000001401,套塑子工序,1
2021045574-20,8000289637,8000288052,8000001293,套塑子工序,1
2021045574-20,8000289637,8000288052,8000001353,套塑子工序,1
2021045574-20,8000289637,8000288052,8000001389,套塑子工序,1
2021045574-20,8000289637,8000288052,8000285896,套塑子工序,0.1387
2021045574-20,8000289637,8000288052,8000001341,套塑子工序,1
2021045574-20,8000289637,8000288052,8000001401,套塑子工序,1
2021045574-20,8000289637,8000288052,8000001377,套塑子工序,1
2021045574-20,8000289637,8000288052,8000272119,套塑子工序,0.155189
2021045574-20,8000289637,8000288052,8000252687,套塑子工序,2.055286
2021045574-20,8000289637,8000288052,8000001317,套塑子工序,1
2021045574-20,8000289637,8000288052,8000001305,套塑子工序,1
2021045574-20,8000289637,8000288052,8000001365,套塑子工序,1
2021045574-20,8000289637,8000288052,8000001281,套塑子工序,1
2021045574-20,8000289637,8000288052,8000001269,套塑子工序,1
2021045574-20,8000289637,8000288052,8000001329,套塑子工序,1
2021045574-20,8000289637,8000288046,8000001317,套塑子工序,1
2021045574-20,8000289637,8000288046,8000001341,套塑子工序,1
2021045574-20,8000289637,8000288046,8000001377,套塑子工序,1
2021045574-20,8000289637,8000288046,8000272113,套塑子工序,0.155189
2021045574-20,8000289637,8000288046,8000001389,套塑子工序,1
2021045574-20,8000289637,8000288046,8000252687,套塑子工序,2.055286
2021045574-20,8000289637,8000288046,8000001293,套塑子工序,1
2021045574-20,8000289637,8000288046,8000001401,套塑子工序,1
2021045574-20,8000289637,8000288046,8000001269,套塑子工序,1
2021045574-20,8000289637,8000288046,8000001353,套塑子工序,1
2021045574-20,8000289637,8000288046,8000001305,套塑子工序,1
2021045574-20,8000289637,8000288046,8000285896,套塑子工序,0.1387
2021045574-20,8000289637,8000288046,8000001281,套塑子工序,1
2021045574-20,8000289637,8000288046,8000001329,套塑子工序,1
2021045574-20,8000289637,8000288046,8000001365,套塑子工序,1
2021045574-20,8000289637,8000253005,8000223853,加强件子工序,1
2021045574-20,8000289637,8000253005,8000224419,加强件子工序,5.666667
2021045574-20,8000289637,8000288049,8000285896,套塑子工序,0.1387
2021045574-20,8000289637,8000288049,8000001269,套塑子工序,1
2021045574-20,8000289637,8000288049,8000001293,套塑子工序,1
2021045574-20,8000289637,8000288049,8000001305,套塑子工序,1
2021045574-20,8000289637,8000288049,8000001389,套塑子工序,1
2021045574-20,8000289637,8000288049,8000001353,套塑子工序,1
