销售订单行号,产品编码,母件编码,子件编码,产生阶段,定额,采购
2021055429-10,8000290555,8000032869,8000001317,套塑子工序,1,8000001317
2021055429-10,8000290555,8000032869,8000224609,套塑子工序,2.916667,是
2021055429-10,8000290555,8000032869,8000001341,套塑子工序,1,8000001341
2021055429-10,8000290555,8000032875,8000001329,套塑子工序,1,8000001329
2021055429-10,8000290555,8000032875,8000001281,套塑子工序,1,8000001281
2021055429-10,8000290555,8000032875,8000225972,套塑子工序,1.717054,是
2021055429-10,8000290555,8000032875,8000001341,套塑子工序,1,8000001341
2021055429-10,8000290555,8000032875,8000001389,套塑子工序,1,8000001389
2021055429-10,8000290555,8000032875,8000001269,套塑子工序,1,8000001269
2021055429-10,8000290555,8000032875,8000283276,套塑子工序,0.101744,是
2021055429-10,8000290555,8000032875,8000001293,套塑子工序,1,8000001293
2021055429-10,8000290555,8000032875,8000001317,套塑子工序,1,8000001317
2021055429-10,8000290555,8000032875,8000001401,套塑子工序,1,8000001401
2021055429-10,8000290555,8000032875,8000001365,套塑子工序,1,8000001365
2021055429-10,8000290555,8000032875,8000224609,套塑子工序,2.916667,是
2021055429-10,8000290555,8000032875,8000001353,套塑子工序,1,8000001353
2021055429-10,8000290555,8000032875,8000001305,套塑子工序,1,8000001305
2021055429-10,8000290555,8000032875,8000001377,套塑子工序,1,8000001377
2021055429-10,8000290555,8000032877,8000225972,套塑子工序,1.717054,是
2021055429-10,8000290555,8000032877,8000001401,套塑子工序,1,8000001401
2021055429-10,8000290555,8000032877,8000001269,套塑子工序,1,8000001269
2021055429-10,8000290555,8000032877,8000001305,套塑子工序,1,8000001305
2021055429-10,8000290555,8000032877,8000001365,套塑子工序,1,8000001365
2021055429-10,8000290555,8000032877,8000001353,套塑子工序,1,8000001353
2021055429-10,8000290555,8000032877,8000001329,套塑子工序,1,8000001329
2021055429-10,8000290555,8000032877,8000001341,套塑子工序,1,8000001341
2021055429-10,8000290555,8000032877,8000001293,套塑子工序,1,8000001293
2021055429-10,8000290555,8000032877,8000283278,套塑子工序,0.101744,是
2021055429-10,8000290555,8000032877,8000001317,套塑子工序,1,8000001317
2021055429-10,8000290555,8000032877,8000001377,套塑子工序,1,8000001377
2021055429-10,8000290555,8000032877,8000224609,套塑子工序,2.916667,是
2021055429-10,8000290555,8000032877,8000001281,套塑子工序,1,8000001281
2021055429-10,8000290555,8000032877,8000001389,套塑子工序,1,8000001389
2021055429-10,8000290555,8000001281,8000225738,着色子工序,0.005814,是
2021055429-10,8000290555,8000001281,8000000002,着色子工序,1,是
2021055429-10,8000290555,8000001389,8000225747,着色子工序,0.005814,是
2021055429-10,8000290555,8000001389,8000000002,着色子工序,1,是
2021055429-10,8000290555,8000001353,8000225744,着色子工序,0.005814,是
2021055429-10,8000290555,8000001353,8000000002,着色子工序,1,是
2021055429-10,8000290555,8000001377,8000225746,着色子工序,0.005814,是
2021055429-10,8000290555,8000001377,8000000002,着色子工序,1,是
2021055429-10,8000290555,8000001329,8000000002,着色子工序,1,是
2021055429-10,8000290555,8000001329,8000225742,着色子工序,0.005814,是
2021055429-10,8000290555,8000001269,8000000002,着色子工序,1,是
2021055429-10,8000290555,8000001269,8000225737,着色子工序,0.005814,是
2021055429-10,8000290555,8000001365,8000000002,着色子工序,1,是
2021055429-10,8000290555,8000001365,8000225745,着色子工序,0.005814,是
2021055429-10,8000290555,8000001341,8000000002,着色子工序,1,是
2021055429-10,8000290555,8000001341,8000225743,着色子工序,0.005814,是
2021055429-10,8000290555,8000001305,8000000002,着色子工序,1,是
2021055429-10,8000290555,8000001305,8000225740,着色子工序,0.005814,是
2021055429-10,8000290555,8000001317,8000000002,着色子工序,1,是
2021055429-10,8000290555,8000001317,8000225741,着色子工序,0.005814,是
2021055429-10,8000290555,8000001401,8000000002,着色子工序,1,是
2021055429-10,8000290555,8000001401,8000225748,着色子工序,0.005814,是
2021055429-10,8000290555,8000001293,8000000002,着色子工序,1,是
2021055429-10,8000290555,8000001293,8000225739,着色子工序,0.005814,是
2021055470-10,8000290596,8000290596,8000283700,外护子工序,39.589,是
2021055470-10,8000290596,8000290596,8000054922,外护子工序,1.029,8000054922
2021055470-10,8000290596,8000290596,8000232606,外护子工序,1.014,是
2021055470-10,8000290596,8000290596,8000272511,外护子工序,0.694,是
2021055470-10,8000290596,8000054922,8000031294,成缆子工序,1,8000031294
2021055470-10,8000290596,8000054922,8000223849,成缆子工序,1.020408,是
2021055470-10,8000290596,8000054922,8000236874,成缆子工序,1,是
2021055470-10,8000290596,8000054922,8000239096,成缆子工序,0.737609,是
2021055470-10,8000290596,8000054922,8000283379,成缆子工序,0.194363,是
2021055470-10,8000290596,8000054922,8000232446,成缆子工序,1.908649,是
2021055470-10,8000290596,8000031294,8000001269,套塑子工序,1,8000001269
2021055470-10,8000290596,8000031294,8000225972,套塑子工序,1.246842,是
2021055470-10,8000290596,8000031294,8000001353,套塑子工序,1,8000001353
2021055470-10,8000290596,8000031294,8000001317,套塑子工序,1,8000001317
2021055470-10,8000290596,8000031294,8000001329,套塑子工序,1,8000001329
2021055470-10,8000290596,8000031294,8000001365,套塑子工序,1,8000001365
2021055470-10,8000290596,8000031294,8000001401,套塑子工序,1,8000001401
2021055470-10,8000290596,8000031294,8000001377,套塑子工序,1,8000001377
2021055470-10,8000290596,8000031294,8000001341,套塑子工序,1,8000001341
2021055470-10,8000290596,8000031294,8000001293,套塑子工序,1,8000001293
2021055470-10,8000290596,8000031294,8000001281,套塑子工序,1,8000001281
2021055470-10,8000290596,8000031294,8000283270,套塑子工序,0.082604,是
2021055470-10,8000290596,8000031294,8000001389,套塑子工序,1,8000001389
2021055470-10,8000290596,8000031294,8000224609,套塑子工序,2.366375,是
2021055470-10,8000290596,8000031294,8000001305,套塑子工序,1,8000001305
2021055470-10,8000290596,8000001269,8000225737,着色子工序,0.005831,是
2021055470-10,8000290596,8000001269,8000000002,着色子工序,1,是
2021055470-10,8000290596,8000001353,8000225744,着色子工序,0.005831,是
2021055470-10,8000290596,8000001353,8000000002,着色子工序,1,是
2021055470-10,8000290596,8000001317,8000000002,着色子工序,1,是
2021055470-10,8000290596,8000001317,8000225741,着色子工序,0.005831,是
2021055470-10,8000290596,8000001329,8000000002,着色子工序,1,是
2021055470-10,8000290596,8000001329,8000225742,着色子工序,0.005831,是
2021055470-10,8000290596,8000001365,8000000002,着色子工序,1,是
2021055470-10,8000290596,8000001365,8000225745,着色子工序,0.005831,是
2021055470-10,8000290596,8000001401,8000225748,着色子工序,0.005831,是
2021055470-10,8000290596,8000001401,8000000002,着色子工序,1,是
2021055470-10,8000290596,8000001377,8000000002,着色子工序,1,是
2021055470-10,8000290596,8000001377,8000225746,着色子工序,0.005831,是
2021055470-10,8000290596,8000001341,8000000002,着色子工序,1,是
2021055470-10,8000290596,8000001341,8000225743,着色子工序,0.005831,是
2021055470-10,8000290596,8000001293,8000000002,着色子工序,1,是
2021055470-10,8000290596,8000001293,8000225739,着色子工序,0.005831,是
2021055470-10,8000290596,8000001281,8000000002,着色子工序,1,是
2021055470-10,8000290596,8000001281,8000225738,着色子工序,0.005831,是
2021055470-10,8000290596,8000001389,8000225747,着色子工序,0.005831,是
2021055470-10,8000290596,8000001389,8000000002,着色子工序,1,是
2021055470-10,8000290596,8000001305,8000000002,着色子工序,1,是
2021055470-10,8000290596,8000001305,8000225740,着色子工序,0.005831,是
2021055470-30,8000290597,8000290597,8000232606,外护子工序,1.014,是
2021055470-30,8000290597,8000290597,8000283700,外护子工序,39.589,是
2021055470-30,8000290597,8000290597,8000055032,外护子工序,1.029,8000055032
2021055470-30,8000290597,8000290597,8000272511,外护子工序,0.694,是
2021055470-30,8000290597,8000055032,8000283379,成缆子工序,0.194363,是
2021055470-30,8000290597,8000055032,8000223849,成缆子工序,1.020408,是
2021055470-30,8000290597,8000055032,8000031296,成缆子工序,1,8000031296
2021055470-30,8000290597,8000055032,8000236874,成缆子工序,1,是
2021055470-30,8000290597,8000055032,8000031295,成缆子工序,1,8000031295
2021055470-30,8000290597,8000055032,8000031297,成缆子工序,1,8000031297
2021055470-30,8000290597,8000055032,8000031294,成缆子工序,1,8000031294
2021055470-30,8000290597,8000055032,8000232446,成缆子工序,1.908649,是
2021055470-30,8000290597,8000055032,8000239096,成缆子工序,0.737609,是
2021055470-30,8000290597,8000031296,8000001281,套塑子工序,1,8000001281
2021055470-30,8000290597,8000031296,8000001293,套塑子工序,1,8000001293
2021055470-30,8000290597,8000031296,8000225972,套塑子工序,1.246842,是
2021055470-30,8000290597,8000031296,8000001341,套塑子工序,1,8000001341
2021055470-30,8000290597,8000031296,8000224609,套塑子工序,2.366375,是
2021055470-30,8000290597,8000031296,8000001353,套塑子工序,1,8000001353
2021055470-30,8000290597,8000031296,8000001329,套塑子工序,1,8000001329
2021055470-30,8000290597,8000031296,8000001401,套塑子工序,1,8000001401
2021055470-30,8000290597,8000031296,8000001269,套塑子工序,1,8000001269
2021055470-30,8000290597,8000031296,8000001377,套塑子工序,1,8000001377
2021055470-30,8000290597,8000031296,8000001305,套塑子工序,1,8000001305
2021055470-30,8000290597,8000031296,8000001317,套塑子工序,1,8000001317
2021055470-30,8000290597,8000031296,8000283272,套塑子工序,0.082604,是
2021055470-30,8000290597,8000031296,8000001389,套塑子工序,1,8000001389
2021055470-30,8000290597,8000031296,8000001365,套塑子工序,1,8000001365
2021055470-30,8000290597,8000031295,8000001377,套塑子工序,1,8000001377
2021055470-30,8000290597,8000031295,8000001389,套塑子工序,1,8000001389
2021055470-30,8000290597,8000031295,8000225972,套塑子工序,1.246842,是
2021055470-30,8000290597,8000031295,8000001269,套塑子工序,1,8000001269
2021055470-30,8000290597,8000031295,8000283271,套塑子工序,0.082604,是
2021055470-30,8000290597,8000031295,8000224609,套塑子工序,2.366375,是
2021055470-30,8000290597,8000031295,8000001305,套塑子工序,1,8000001305
2021055470-30,8000290597,8000031295,8000001401,套塑子工序,1,8000001401
2021055470-30,8000290597,8000031295,8000001317,套塑子工序,1,8000001317
2021055470-30,8000290597,8000031295,8000001293,套塑子工序,1,8000001293
2021055470-30,8000290597,8000031295,8000001353,套塑子工序,1,8000001353
2021055470-30,8000290597,8000031295,8000001341,套塑子工序,1,8000001341
2021055470-30,8000290597,8000031295,8000001281,套塑子工序,1,8000001281
2021055470-30,8000290597,8000031295,8000001329,套塑子工序,1,8000001329
2021055470-30,8000290597,8000031295,8000001365,套塑子工序,1,8000001365
2021055470-30,8000290597,8000031297,8000001377,套塑子工序,1,8000001377
2021055470-30,8000290597,8000031297,8000283273,套塑子工序,0.082604,是
2021055470-30,8000290597,8000031297,8000001401,套塑子工序,1,8000001401
2021055470-30,8000290597,8000031297,8000001317,套塑子工序,1,8000001317
2021055470-30,8000290597,8000031297,8000001293,套塑子工序,1,8000001293
2021055470-30,8000290597,8000031297,8000001269,套塑子工序,1,8000001269
2021055470-30,8000290597,8000031297,8000224609,套塑子工序,2.366375,是
2021055470-30,8000290597,8000031297,8000001341,套塑子工序,1,8000001341
2021055470-30,8000290597,8000031297,8000225972,套塑子工序,1.246842,是
2021055470-30,8000290597,8000031297,8000001365,套塑子工序,1,8000001365
2021055470-30,8000290597,8000031297,8000001353,套塑子工序,1,8000001353
2021055470-30,8000290597,8000031297,8000001305,套塑子工序,1,8000001305
2021055470-30,8000290597,8000031297,8000001281,套塑子工序,1,8000001281
2021055470-30,8000290597,8000031297,8000001329,套塑子工序,1,8000001329
2021055470-30,8000290597,8000031297,8000001389,套塑子工序,1,8000001389
2021055470-30,8000290597,8000031294,8000001293,套塑子工序,1,8000001293
2021055470-30,8000290597,8000031294,8000001389,套塑子工序,1,8000001389
2021055470-30,8000290597,8000031294,8000001281,套塑子工序,1,8000001281
2021055470-30,8000290597,8000031294,8000283270,套塑子工序,0.082604,是
2021055470-30,8000290597,8000031294,8000001377,套塑子工序,1,8000001377
2021055470-30,8000290597,8000031294,8000001305,套塑子工序,1,8000001305
2021055470-30,8000290597,8000031294,8000001365,套塑子工序,1,8000001365
2021055470-30,8000290597,8000031294,8000001269,套塑子工序,1,8000001269
2021055470-30,8000290597,8000031294,8000224609,套塑子工序,2.366375,是
2021055470-30,8000290597,8000031294,8000001353,套塑子工序,1,8000001353
2021055470-30,8000290597,8000031294,8000001329,套塑子工序,1,8000001329
2021055470-30,8000290597,8000031294,8000001317,套塑子工序,1,8000001317
2021055470-30,8000290597,8000031294,8000001341,套塑子工序,1,8000001341
2021055470-30,8000290597,8000031294,8000225972,套塑子工序,1.246842,是
2021055470-30,8000290597,8000031294,8000001401,套塑子工序,1,8000001401
2021055470-30,8000290597,8000001281,8000000002,着色子工序,1,是
2021055470-30,8000290597,8000001281,8000225738,着色子工序,0.005831,是
2021055470-30,8000290597,8000001293,8000225739,着色子工序,0.005831,是
2021055470-30,8000290597,8000001293,8000000002,着色子工序,1,是
2021055470-30,8000290597,8000001341,8000000002,着色子工序,1,是
2021055470-30,8000290597,8000001341,8000225743,着色子工序,0.005831,是
2021055470-30,8000290597,8000001353,8000000002,着色子工序,1,是
2021055470-30,8000290597,8000001353,8000225744,着色子工序,0.005831,是
2021055470-30,8000290597,8000001329,8000225742,着色子工序,0.005831,是
2021055470-30,8000290597,8000001329,8000000002,着色子工序,1,是
2021055470-30,8000290597,8000001401,8000225748,着色子工序,0.005831,是
2021055470-30,8000290597,8000001401,8000000002,着色子工序,1,是
2021055470-30,8000290597,8000001269,8000000002,着色子工序,1,是
2021055470-30,8000290597,8000001269,8000225737,着色子工序,0.005831,是
2021055470-30,8000290597,8000001377,8000000002,着色子工序,1,是
2021055470-30,8000290597,8000001377,8000225746,着色子工序,0.005831,是
2021055470-30,8000290597,8000001305,8000225740,着色子工序,0.005831,是
2021055470-30,8000290597,8000001305,8000000002,着色子工序,1,是
2021055470-30,8000290597,8000001317,8000000002,着色子工序,1,是
2021055470-30,8000290597,8000001317,8000225741,着色子工序,0.005831,是
2021055470-30,8000290597,8000001389,8000000002,着色子工序,1,是
2021055470-30,8000290597,8000001389,8000225747,着色子工序,0.005831,是
2021055470-30,8000290597,8000001365,8000000002,着色子工序,1,是
2021055470-30,8000290597,8000001365,8000225745,着色子工序,0.005831,是
2021050465-10,8000290601,8000290601,8000223885,外护子工序,13.184,是
2021050465-10,8000290601,8000290601,8000054552,外护子工序,1.027,8000054552
2021050465-10,8000290601,8000290601,8000237150,外护子工序,100.394,是
2021050465-10,8000290601,8000054552,8000030020,成缆子工序,1,8000030020
2021050465-10,8000290601,8000054552,8000272346,成缆子工序,5.111977,是
2021050465-10,8000290601,8000054552,8000271185,成缆子工序,1.824732,是
2021050465-10,8000290601,8000054552,8000232589,成缆子工序,0.243427,是
2021050465-10,8000290601,8000054552,8000275219,成缆子工序,0.238559,是
2021050465-10,8000290601,8000054552,8000051649,成缆子工序,2,是
2021050465-10,8000290601,8000054552,8000239089,成缆子工序,0.477118,是
2021050465-10,8000290601,8000054552,8000030019,成缆子工序,1,8000030019
2021050465-10,8000290601,8000054552,8000030022,成缆子工序,1,8000030022
2021050465-10,8000290601,8000054552,8000030021,成缆子工序,1,8000030021
2021050465-10,8000290601,8000054552,8000223847,成缆子工序,1.022395,是
2021050465-10,8000290601,8000030020,8000001293,套塑子工序,1,8000001293
2021050465-10,8000290601,8000030020,8000224609,套塑子工序,2.355404,是
2021050465-10,8000290601,8000030020,8000225973,套塑子工序,1.025316,是
2021050465-10,8000290601,8000030020,8000001305,套塑子工序,1,8000001305
2021050465-10,8000290601,8000030020,8000001269,套塑子工序,1,8000001269
2021050465-10,8000290601,8000030020,8000001317,套塑子工序,1,8000001317
2021050465-10,8000290601,8000030020,8000001329,套塑子工序,1,8000001329
2021050465-10,8000290601,8000030020,8000001281,套塑子工序,1,8000001281
2021050465-10,8000290601,8000030020,8000283271,套塑子工序,0.082765,是
2021050465-10,8000290601,8000030019,8000225973,套塑子工序,1.025316,是
2021050465-10,8000290601,8000030019,8000001329,套塑子工序,1,8000001329
2021050465-10,8000290601,8000030019,8000001317,套塑子工序,1,8000001317
2021050465-10,8000290601,8000030019,8000001305,套塑子工序,1,8000001305
2021050465-10,8000290601,8000030019,8000001281,套塑子工序,1,8000001281
2021050465-10,8000290601,8000030019,8000001269,套塑子工序,1,8000001269
2021050465-10,8000290601,8000030019,8000001293,套塑子工序,1,8000001293
2021050465-10,8000290601,8000030019,8000224609,套塑子工序,2.355404,是
2021050465-10,8000290601,8000030019,8000283270,套塑子工序,0.082765,是
2021050465-10,8000290601,8000030022,8000283273,套塑子工序,0.082765,是
2021050465-10,8000290601,8000030022,8000001281,套塑子工序,1,8000001281
2021050465-10,8000290601,8000030022,8000001317,套塑子工序,1,8000001317
2021050465-10,8000290601,8000030022,8000001305,套塑子工序,1,8000001305
2021050465-10,8000290601,8000030022,8000225973,套塑子工序,1.025316,是
2021050465-10,8000290601,8000030022,8000001269,套塑子工序,1,8000001269
2021050465-10,8000290601,8000030022,8000224609,套塑子工序,2.355404,是
2021050465-10,8000290601,8000030022,8000001293,套塑子工序,1,8000001293
2021050465-10,8000290601,8000030022,8000001329,套塑子工序,1,8000001329
2021050465-10,8000290601,8000030021,8000001293,套塑子工序,1,8000001293
2021050465-10,8000290601,8000030021,8000001329,套塑子工序,1,8000001329
2021050465-10,8000290601,8000030021,8000001281,套塑子工序,1,8000001281
2021050465-10,8000290601,8000030021,8000225973,套塑子工序,1.025316,是
2021050465-10,8000290601,8000030021,8000001305,套塑子工序,1,8000001305
2021050465-10,8000290601,8000030021,8000001269,套塑子工序,1,8000001269
2021050465-10,8000290601,8000030021,8000283272,套塑子工序,0.082765,是
2021050465-10,8000290601,8000030021,8000001317,套塑子工序,1,8000001317
2021050465-10,8000290601,8000030021,8000224609,套塑子工序,2.355404,是
2021050465-10,8000290601,8000001293,8000000002,着色子工序,1,是
2021050465-10,8000290601,8000001293,8000225739,着色子工序,0.005842,是
2021050465-10,8000290601,8000001305,8000000002,着色子工序,1,是
2021050465-10,8000290601,8000001305,8000225740,着色子工序,0.005842,是
2021050465-10,8000290601,8000001269,8000000002,着色子工序,1,是
2021050465-10,8000290601,8000001269,8000225737,着色子工序,0.005842,是
2021050465-10,8000290601,8000001317,8000000002,着色子工序,1,是
2021050465-10,8000290601,8000001317,8000225741,着色子工序,0.005842,是
2021050465-10,8000290601,8000001329,8000000002,着色子工序,1,是
2021050465-10,8000290601,8000001329,8000225742,着色子工序,0.005842,是
2021050465-10,8000290601,8000001281,8000225738,着色子工序,0.005842,是
2021050465-10,8000290601,8000001281,8000000002,着色子工序,1,是
2021055411-100,8002152052,8002152052,8000281692,外护子工序,1.456227,是
2021055411-100,8002152052,8002152052,8000283700,外护子工序,2.661182,是
2021055411-100,8002152052,8002152052,8000289317,外护子工序,0.03813,是
2021055411-100,8002152052,8002152052,8000152683,外护子工序,0.027197,8000152683
2021055411-100,8002152052,8000152683,8000233834,内护子工序,1.053,8000233834
2021055411-100,8002152052,8000152683,8000224420,内护子工序,36.769,是
2021055411-100,8002152052,8000152683,8000239089,内护子工序,0.35,是
2021055411-100,8002152052,8000152683,8000225974,内护子工序,17.759,是
2021055411-100,8002152052,8000233834,8000031829,二次成缆子工序,1,8000031829
2021055411-100,8002152052,8000233834,8000031828,二次成缆子工序,1,8000031828
2021055411-100,8002152052,8000233834,8000031819,二次成缆子工序,1,8000031819
2021055411-100,8002152052,8000233834,8000064232,二次成缆子工序,1,8000064232
2021055411-100,8002152052,8000233834,8000031822,二次成缆子工序,1,8000031822
2021055411-100,8002152052,8000233834,8000239096,二次成缆子工序,0.388414,是
2021055411-100,8002152052,8000233834,8000031827,二次成缆子工序,1,8000031827
2021055411-100,8002152052,8000233834,8000031823,二次成缆子工序,1,8000031823
2021055411-100,8002152052,8000233834,8000031824,二次成缆子工序,1,8000031824
2021055411-100,8002152052,8000233834,8002192393,二次成缆子工序,1,8002192393
2021055411-100,8002152052,8000233834,8002192391,二次成缆子工序,1,8002192391
2021055411-100,8002152052,8000233834,8000031821,二次成缆子工序,1,8000031821
2021055411-100,8002152052,8000233834,8000031830,二次成缆子工序,1,8000031830
2021055411-100,8002152052,8000233834,8000031826,二次成缆子工序,1,8000031826
2021055411-100,8002152052,8000233834,8002192392,二次成缆子工序,1,8002192392
2021055411-100,8002152052,8000233834,8000031820,二次成缆子工序,1,8000031820
2021055411-100,8002152052,8000233834,8000031825,二次成缆子工序,1,8000031825
2021055411-100,8002152052,8000031829,8000001389,套塑子工序,1,8000001389
2021055411-100,8002152052,8000031829,8000001317,套塑子工序,1,8000001317
2021055411-100,8002152052,8000031829,8000224609,套塑子工序,2.706553,是
2021055411-100,8002152052,8000031829,8000001305,套塑子工序,1,8000001305
2021055411-100,8002152052,8000031829,8000001293,套塑子工序,1,8000001293
2021055411-100,8002152052,8000031829,8000001401,套塑子工序,1,8000001401
2021055411-100,8002152052,8000031829,8000001329,套塑子工序,1,8000001329
2021055411-100,8002152052,8000031829,8000001365,套塑子工序,1,8000001365
2021055411-100,8002152052,8000031829,8000001353,套塑子工序,1,8000001353
2021055411-100,8002152052,8000031829,8000001281,套塑子工序,1,8000001281
2021055411-100,8002152052,8000031829,8000001341,套塑子工序,1,8000001341
2021055411-100,8002152052,8000031829,8000001377,套塑子工序,1,8000001377
2021055411-100,8002152052,8000031829,8000001269,套塑子工序,1,8000001269
2021055411-100,8002152052,8000031829,8000224623,套塑子工序,0.094967,是
2021055411-100,8002152052,8000031829,8000225972,套塑子工序,1.436847,是
2021055411-100,8002152052,8000031828,8000283279,套塑子工序,0.094967,是
2021055411-100,8002152052,8000031828,8000001389,套塑子工序,1,8000001389
2021055411-100,8002152052,8000031828,8000001377,套塑子工序,1,8000001377
2021055411-100,8002152052,8000031828,8000001341,套塑子工序,1,8000001341
2021055411-100,8002152052,8000031828,8000001317,套塑子工序,1,8000001317
2021055411-100,8002152052,8000031828,8000001281,套塑子工序,1,8000001281
2021055411-100,8002152052,8000031828,8000001353,套塑子工序,1,8000001353
2021055411-100,8002152052,8000031828,8000001365,套塑子工序,1,8000001365
2021055411-100,8002152052,8000031828,8000001293,套塑子工序,1,8000001293
2021055411-100,8002152052,8000031828,8000224609,套塑子工序,2.706553,是
2021055411-100,8002152052,8000031828,8000001305,套塑子工序,1,8000001305
2021055411-100,8002152052,8000031828,8000001329,套塑子工序,1,8000001329
2021055411-100,8002152052,8000031828,8000001269,套塑子工序,1,8000001269
2021055411-100,8002152052,8000031828,8000001401,套塑子工序,1,8000001401
2021055411-100,8002152052,8000031828,8000225972,套塑子工序,1.436847,是
2021055411-100,8002152052,8000031819,8000001329,套塑子工序,1,8000001329
2021055411-100,8002152052,8000031819,8000225972,套塑子工序,1.436847,是
2021055411-100,8002152052,8000031819,8000001365,套塑子工序,1,8000001365
2021055411-100,8002152052,8000031819,8000001269,套塑子工序,1,8000001269
2021055411-100,8002152052,8000031819,8000001305,套塑子工序,1,8000001305
2021055411-100,8002152052,8000031819,8000001389,套塑子工序,1,8000001389
2021055411-100,8002152052,8000031819,8000224609,套塑子工序,2.706553,是
2021055411-100,8002152052,8000031819,8000001401,套塑子工序,1,8000001401
2021055411-100,8002152052,8000031819,8000001317,套塑子工序,1,8000001317
2021055411-100,8002152052,8000031819,8000001377,套塑子工序,1,8000001377
2021055411-100,8002152052,8000031819,8000001341,套塑子工序,1,8000001341
2021055411-100,8002152052,8000031819,8000001293,套塑子工序,1,8000001293
2021055411-100,8002152052,8000031819,8000001281,套塑子工序,1,8000001281
2021055411-100,8002152052,8000031819,8000001353,套塑子工序,1,8000001353
2021055411-100,8002152052,8000031819,8000283270,套塑子工序,0.094967,是
2021055411-100,8002152052,8000064232,8000031823,成缆子工序,1,8000031823
2021055411-100,8002152052,8000064232,8000031827,成缆子工序,1,8000031827
2021055411-100,8002152052,8000064232,8000031820,成缆子工序,1,8000031820
2021055411-100,8002152052,8000064232,8000031822,成缆子工序,1,8000031822
2021055411-100,8002152052,8000064232,8000051757,成缆子工序,0.997151,8000051757
2021055411-100,8002152052,8000064232,8000031819,成缆子工序,1,8000031819
2021055411-100,8002152052,8000064232,8000031824,成缆子工序,1,8000031824
2021055411-100,8002152052,8000064232,8000239096,成缆子工序,0.288699,是
2021055411-100,8002152052,8000064232,8000031826,成缆子工序,1,8000031826
2021055411-100,8002152052,8000064232,8000031825,成缆子工序,1,8000031825
2021055411-100,8002152052,8000064232,8000031821,成缆子工序,1,8000031821
2021055411-100,8002152052,8000031822,8000001281,套塑子工序,1,8000001281
2021055411-100,8002152052,8000031822,8000001329,套塑子工序,1,8000001329
2021055411-100,8002152052,8000031822,8000001341,套塑子工序,1,8000001341
2021055411-100,8002152052,8000031822,8000224609,套塑子工序,2.706553,是
2021055411-100,8002152052,8000031822,8000001269,套塑子工序,1,8000001269
2021055411-100,8002152052,8000031822,8000001377,套塑子工序,1,8000001377
2021055411-100,8002152052,8000031822,8000225972,套塑子工序,1.436847,是
2021055411-100,8002152052,8000031822,8000001353,套塑子工序,1,8000001353
2021055411-100,8002152052,8000031822,8000001365,套塑子工序,1,8000001365
2021055411-100,8002152052,8000031822,8000001401,套塑子工序,1,8000001401
2021055411-100,8002152052,8000031822,8000001389,套塑子工序,1,8000001389
2021055411-100,8002152052,8000031822,8000001305,套塑子工序,1,8000001305
2021055411-100,8002152052,8000031822,8000283273,套塑子工序,0.094967,是
2021055411-100,8002152052,8000031822,8000001293,套塑子工序,1,8000001293
2021055411-100,8002152052,8000031822,8000001317,套塑子工序,1,8000001317
2021055411-100,8002152052,8000031827,8000001401,套塑子工序,1,8000001401
2021055411-100,8002152052,8000031827,8000225972,套塑子工序,1.436847,是
2021055411-100,8002152052,8000031827,8000001389,套塑子工序,1,8000001389
2021055411-100,8002152052,8000031827,8000001281,套塑子工序,1,8000001281
2021055411-100,8002152052,8000031827,8000283278,套塑子工序,0.094967,是
2021055411-100,8002152052,8000031827,8000001329,套塑子工序,1,8000001329
2021055411-100,8002152052,8000031827,8000001353,套塑子工序,1,8000001353
2021055411-100,8002152052,8000031827,8000001341,套塑子工序,1,8000001341
2021055411-100,8002152052,8000031827,8000224609,套塑子工序,2.706553,是
2021055411-100,8002152052,8000031827,8000001269,套塑子工序,1,8000001269
2021055411-100,8002152052,8000031827,8000001293,套塑子工序,1,8000001293
2021055411-100,8002152052,8000031827,8000001377,套塑子工序,1,8000001377
2021055411-100,8002152052,8000031827,8000001365,套塑子工序,1,8000001365
2021055411-100,8002152052,8000031827,8000001317,套塑子工序,1,8000001317
2021055411-100,8002152052,8000031827,8000001305,套塑子工序,1,8000001305
2021055411-100,8002152052,8000031823,8000001341,套塑子工序,1,8000001341
2021055411-100,8002152052,8000031823,8000224609,套塑子工序,2.706553,是
2021055411-100,8002152052,8000031823,8000001293,套塑子工序,1,8000001293
2021055411-100,8002152052,8000031823,8000001269,套塑子工序,1,8000001269
2021055411-100,8002152052,8000031823,8000001401,套塑子工序,1,8000001401
2021055411-100,8002152052,8000031823,8000001305,套塑子工序,1,8000001305
2021055411-100,8002152052,8000031823,8000224617,套塑子工序,0.094967,是
2021055411-100,8002152052,8000031823,8000225972,套塑子工序,1.436847,是
2021055411-100,8002152052,8000031823,8000001365,套塑子工序,1,8000001365
2021055411-100,8002152052,8000031823,8000001353,套塑子工序,1,8000001353
2021055411-100,8002152052,8000031823,8000001377,套塑子工序,1,8000001377
2021055411-100,8002152052,8000031823,8000001329,套塑子工序,1,8000001329
2021055411-100,8002152052,8000031823,8000001317,套塑子工序,1,8000001317
2021055411-100,8002152052,8000031823,8000001281,套塑子工序,1,8000001281
2021055411-100,8002152052,8000031823,8000001389,套塑子工序,1,8000001389
2021055411-100,8002152052,8000031824,8000224609,套塑子工序,2.706553,是
2021055411-100,8002152052,8000031824,8000001401,套塑子工序,1,8000001401
