销售订单号,物料编码,子工序编码,时间单位,时间,产量,连续生产类别编码,设备编号,工作中心编码,换线时间,,,,,,,,,,,
2021040467-10,8000236246,A0020701,分,1,0.02,8000236246,FL07,A00207,20,,,,,,,,,,,
2021040467-10,8000236246,A0020701,分,1,0.02,8000236246,FL06,A00207,20,,,,,,,,,,,
2021040467-10,8000236246,A0020701,分,1,0.02,8000236246,FL05,A00207,20,,,,,,,,,,,
2021040467-10,8000236246,A0020701,分,1,0.02,8000236246,FL04,A00207,20,,,,,,,,,,,
2021040467-10,8000236246,A0020701,分,1,0.02,8000236246,FL03,A00207,20,,,,,,,,,,,
2021040467-10,8000236246,A0020701,分,1,0.02,8000236246,FL02,A00207,20,,,,,,,,,,,
2021040467-10,8000236246,A0020701,分,1,0.02,8000236246,FL01,A00207,20,,,,,,,,,,,
2021040467-10,8000189676,A0020601,分,1,0.04,"G01030601,GYDTA,0,0.000,N,1+4,/4.9,1.95",SH02,A00206,20,,,,,,,,,,,
2021040467-10,8000189676,A0020601,分,1,0.04,"G01030601,GYDTA,0,0.000,N,1+4,/4.9,1.95",SH01,A00206,20,,,,,,,,,,,
2021040467-10,8000189676,A0020601,分,1,0.04,"G01030601,GYDTA,0,0.000,N,1+4,/4.9,1.95",SH12,A00206,20,,,,,,,,,,,
2021040467-10,8000189676,A0020601,分,1,0.04,"G01030601,GYDTA,0,0.000,N,1+4,/4.9,1.95",SH11,A00206,20,,,,,,,,,,,
2021040467-10,8000189676,A0020601,分,1,0.04,"G01030601,GYDTA,0,0.000,N,1+4,/4.9,1.95",SH10,A00206,20,,,,,,,,,,,
2021040467-10,8000189676,A0020601,分,1,0.04,"G01030601,GYDTA,0,0.000,N,1+4,/4.9,1.95",SH09,A00206,20,,,,,,,,,,,
2021040467-10,8000189676,A0020601,分,1,0.04,"G01030601,GYDTA,0,0.000,N,1+4,/4.9,1.95",SH08,A00206,20,,,,,,,,,,,
2021040467-10,8000189676,A0020601,分,1,0.04,"G01030601,GYDTA,0,0.000,N,1+4,/4.9,1.95",SH07,A00206,20,,,,,,,,,,,
2021040467-10,8000189676,A0020601,分,1,0.04,"G01030601,GYDTA,0,0.000,N,1+4,/4.9,1.95",SH19,A00206,20,,,,,,,,,,,
2021040467-10,8000189676,A0020601,分,1,0.04,"G01030601,GYDTA,0,0.000,N,1+4,/4.9,1.95",SH18,A00206,20,,,,,,,,,,,
2021040467-10,8000189676,A0020601,分,1,0.04,"G01030601,GYDTA,0,0.000,N,1+4,/4.9,1.95",SH16,A00206,20,,,,,,,,,,,
2021040467-10,8000189676,A0020601,分,1,0.04,"G01030601,GYDTA,0,0.000,N,1+4,/4.9,1.95",SH15,A00206,20,,,,,,,,,,,
2021040467-10,8000189676,A0020601,分,1,0.04,"G01030601,GYDTA,0,0.000,N,1+4,/4.9,1.95",SH13,A00206,20,,,,,,,,,,,
2021040467-10,8000189676,A0020601,分,1,0.04,"G01030601,GYDTA,0,0.000,N,1+4,/4.9,1.95",SH21,A00206,20,,,,,,,,,,,
2021040467-10,8000189676,A0020601,分,1,0.04,"G01030601,GYDTA,0,0.000,N,1+4,/4.9,1.95",SH20,A00206,20,,,,,,,,,,,
2021040467-10,8000189676,A0020601,分,1,0.04,"G01030601,GYDTA,0,0.000,N,1+4,/4.9,1.95",SH05,A00206,20,,,,,,,,,,,
2021040467-10,8000189676,A0020601,分,1,0.04,"G01030601,GYDTA,0,0.000,N,1+4,/4.9,1.95",SH04,A00206,20,,,,,,,,,,,
2021040467-10,8000189676,A0020601,分,1,0.04,"G01030601,GYDTA,0,0.000,N,1+4,/4.9,1.95",SH03,A00206,20,,,,,,,,,,,
2021040467-10,8000025584,A0020201,分,1,0.4,"G01030101,12",RB04,A00202,20,,,,,,,,,,,
2021040467-10,8000025584,A0020201,分,1,0.3,"G01030101,12",RB02,A00202,20,,,,,,,,,,,
2021040467-10,8000025584,A0020201,分,1,0.3,"G01030101,12",RB01,A00202,20,,,,,,,,,,,
2021040467-10,8000051652,A0020701,分,1,0.15,8000051652,CS05,A00207,20,,,,,,,,,,,
2021040467-10,8000051652,A0020701,分,1,0.15,8000051652,CS01,A00207,20,,,,,,,,,,,
2021040467-10,8000051652,A0020701,分,1,0.15,8000051652,FL07,A00207,20,,,,,,,,,,,
2021040467-10,8000051652,A0020701,分,1,0.15,8000051652,FL06,A00207,20,,,,,,,,,,,
2021040467-10,8000051652,A0020701,分,1,0.15,8000051652,FL05,A00207,20,,,,,,,,,,,
2021040467-10,8000051652,A0020701,分,1,0.15,8000051652,FL04,A00207,20,,,,,,,,,,,
2021040467-10,8000051652,A0020701,分,1,0.15,8000051652,FL03,A00207,20,,,,,,,,,,,
2021040467-10,8000051652,A0020701,分,1,0.15,8000051652,FL02,A00207,20,,,,,,,,,,,
2021040467-10,8000051652,A0020701,分,1,0.15,8000051652,FL01,A00207,20,,,,,,,,,,,
2021045384-10,8000197238,A0020601,分,1,0.08,"G01030704,GYXTW,0,0.000,N,,/3.6,1.25",SH11,A00206,20,,,,,,,,,,,
2021045384-10,8000197238,A0020601,分,1,0.08,"G01030704,GYXTW,0,0.000,N,,/3.6,1.25",SH10,A00206,20,,,,,,,,,,,
2021045384-10,8000197238,A0020601,分,1,0.08,"G01030704,GYXTW,0,0.000,N,,/3.6,1.25",SH09,A00206,20,,,,,,,,,,,
2021045384-10,8000197238,A0020601,分,1,0.08,"G01030704,GYXTW,0,0.000,N,,/3.6,1.25",SH15,A00206,20,,,,,,,,,,,
2021045384-10,8000197238,A0020601,分,1,0.08,"G01030704,GYXTW,0,0.000,N,,/3.6,1.25",SH13,A00206,20,,,,,,,,,,,
2021045384-10,8000197238,A0020601,分,1,0.08,"G01030704,GYXTW,0,0.000,N,,/3.6,1.25",SH20,A00206,20,,,,,,,,,,,
2021045384-10,8000197238,A0020601,分,1,0.08,"G01030704,GYXTW,0,0.000,N,,/3.6,1.25",SH01,A00206,20,,,,,,,,,,,
2021045384-10,8000042730,A0020301,分,1,0.1,"G01030202,,,,本,3.6,24,1.5",SC19,A00203,30,,,,,,,,,,,
2021045384-10,8000042730,A0020301,分,1,0.12,"G01030202,,,,本,3.6,24,1.5",SC17,A00203,30,,,,,,,,,,,
2021045407-40,8000288411,A0020601,分,1,0.05,"G01031701,全干式ADSS,0,20.000,Y,1+6,/2.5,1.8",SH11,A00206,40,,,,,,,,,,,
2021045407-40,8000288411,A0020601,分,1,0.05,"G01031701,全干式ADSS,0,20.000,Y,1+6,/2.5,1.8",SH17,A00206,40,,,,,,,,,,,
2021045407-40,8000288411,A0020601,分,1,0.05,"G01031701,全干式ADSS,0,20.000,Y,1+6,/2.5,1.8",SH16,A00206,40,,,,,,,,,,,
2021045407-40,8000288411,A0020601,分,1,0.05,"G01031701,全干式ADSS,0,20.000,Y,1+6,/2.5,1.8",SH21,A00206,40,,,,,,,,,,,
2021045407-40,8000288411,A0020601,分,1,0.05,"G01031701,全干式ADSS,0,20.000,Y,1+6,/2.5,1.8",SH05,A00206,40,,,,,,,,,,,
2021045407-40,8000051661,A0020701,分,1,0.1,8000051661,CS05,A00207,20,,,,,,,,,,,
2021045407-40,8000051661,A0020701,分,1,0.1,8000051661,CS01,A00207,20,,,,,,,,,,,
2021045407-40,8000051661,A0020701,分,1,0.1,8000051661,FL07,A00207,20,,,,,,,,,,,
2021045407-40,8000051661,A0020701,分,1,0.1,8000051661,FL06,A00207,20,,,,,,,,,,,
2021045407-40,8000051661,A0020701,分,1,0.1,8000051661,FL05,A00207,20,,,,,,,,,,,
2021045407-40,8000051661,A0020701,分,1,0.1,8000051661,FL04,A00207,20,,,,,,,,,,,
2021045407-40,8000051661,A0020701,分,1,0.1,8000051661,FL03,A00207,20,,,,,,,,,,,
2021045407-40,8000051661,A0020701,分,1,0.1,8000051661,FL02,A00207,20,,,,,,,,,,,
2021045407-40,8000051661,A0020701,分,1,0.1,8000051661,FL01,A00207,20,,,,,,,,,,,
2021045407-40,8000288529,A0020301,分,1,0.15,"G01030201,,PP,干式,棕,2.5,12,",SC19,A00203,30,,,,,,,,,,,
2021045407-40,8000288529,A0020301,分,1,0.2,"G01030201,,PP,干式,棕,2.5,12,",SC18,A00203,30,,,,,,,,,,,
2021045407-40,8000288529,A0020301,分,1,0.15,"G01030201,,PP,干式,棕,2.5,12,",SC16,A00203,30,,,,,,,,,,,
2021045407-40,8000055872,A0020401,分,1,0.06,"G01030301,阻水纱,,1+6,2.5,FRP",ST19,A00204,30,,,,,,,,,,,
2021045407-40,8000055872,A0020401,分,1,0.06,"G01030301,阻水纱,,1+6,2.5,FRP",ST18,A00204,30,,,,,,,,,,,
2021045407-40,8000055872,A0020401,分,1,0.06,"G01030301,阻水纱,,1+6,2.5,FRP",ST17,A00204,30,,,,,,,,,,,
2021045407-40,8000055872,A0020401,分,1,0.06,"G01030301,阻水纱,,1+6,2.5,FRP",ST16,A00204,30,,,,,,,,,,,
2021045407-40,8000055872,A0020401,分,1,0.06,"G01030301,阻水纱,,1+6,2.5,FRP",ST15,A00204,30,,,,,,,,,,,
2021045407-40,8000055872,A0020401,分,1,0.04,"G01030301,阻水纱,,1+6,2.5,FRP",ST13,A00204,30,,,,,,,,,,,
2021045407-40,8000055872,A0020401,分,1,0.04,"G01030301,阻水纱,,1+6,2.5,FRP",ST12,A00204,30,,,,,,,,,,,
2021045407-40,8000055872,A0020401,分,1,0.04,"G01030301,阻水纱,,1+6,2.5,FRP",ST11,A00204,30,,,,,,,,,,,
2021045407-40,8000055872,A0020401,分,1,0.06,"G01030301,阻水纱,,1+6,2.5,FRP",ST10,A00204,30,,,,,,,,,,,
2021045407-40,8000055872,A0020401,分,1,0.06,"G01030301,阻水纱,,1+6,2.5,FRP",ST09,A00204,30,,,,,,,,,,,
2021045407-40,8000055872,A0020401,分,1,0.06,"G01030301,阻水纱,,1+6,2.5,FRP",ST08,A00204,30,,,,,,,,,,,
2021045407-40,8000055872,A0020401,分,1,0.06,"G01030301,阻水纱,,1+6,2.5,FRP",ST07,A00204,30,,,,,,,,,,,
2021045407-40,8000055872,A0020401,分,1,0.06,"G01030301,阻水纱,,1+6,2.5,FRP",ST06,A00204,30,,,,,,,,,,,
2021045407-40,8000055872,A0020401,分,1,0.06,"G01030301,阻水纱,,1+6,2.5,FRP",ST05,A00204,30,,,,,,,,,,,
2021045407-40,8000055872,A0020401,分,1,0.06,"G01030301,阻水纱,,1+6,2.5,FRP",ST04,A00204,30,,,,,,,,,,,
2021045407-40,8000055872,A0020401,分,1,0.06,"G01030301,阻水纱,,1+6,2.5,FRP",ST03,A00204,30,,,,,,,,,,,
2021045407-40,8000055872,A0020401,分,1,0.06,"G01030301,阻水纱,,1+6,2.5,FRP",ST02,A00204,30,,,,,,,,,,,
2021045407-40,8000055872,A0020401,分,1,0.06,"G01030301,阻水纱,,1+6,2.5,FRP",ST01,A00204,30,,,,,,,,,,,
2021045407-40,8000288528,A0020301,分,1,0.15,"G01030201,,PP,干式,绿,2.5,12,",SC19,A00203,30,,,,,,,,,,,
2021045407-40,8000288528,A0020301,分,1,0.2,"G01030201,,PP,干式,绿,2.5,12,",SC18,A00203,30,,,,,,,,,,,
2021045407-40,8000288528,A0020301,分,1,0.15,"G01030201,,PP,干式,绿,2.5,12,",SC16,A00203,30,,,,,,,,,,,
2021045407-40,8000288526,A0020301,分,1,0.15,"G01030201,,PP,干式,蓝,2.5,12,",SC19,A00203,30,,,,,,,,,,,
2021045407-40,8000288526,A0020301,分,1,0.2,"G01030201,,PP,干式,蓝,2.5,12,",SC18,A00203,30,,,,,,,,,,,
2021045407-40,8000288526,A0020301,分,1,0.15,"G01030201,,PP,干式,蓝,2.5,12,",SC16,A00203,30,,,,,,,,,,,
2021045407-40,8000288527,A0020301,分,1,0.15,"G01030201,,PP,干式,橙,2.5,12,",SC19,A00203,30,,,,,,,,,,,
2021045407-40,8000288527,A0020301,分,1,0.2,"G01030201,,PP,干式,橙,2.5,12,",SC18,A00203,30,,,,,,,,,,,
2021045407-40,8000288527,A0020301,分,1,0.15,"G01030201,,PP,干式,橙,2.5,12,",SC16,A00203,30,,,,,,,,,,,
2021040512-20,8000051652,A0020701,分,1,0.15,8000051652,CS05,A00207,20,,,,,,,,,,,
2021040512-20,8000051652,A0020701,分,1,0.15,8000051652,CS01,A00207,20,,,,,,,,,,,
2021040512-20,8000051652,A0020701,分,1,0.15,8000051652,FL07,A00207,20,,,,,,,,,,,
2021040512-20,8000051652,A0020701,分,1,0.15,8000051652,FL06,A00207,20,,,,,,,,,,,
2021040512-20,8000051652,A0020701,分,1,0.15,8000051652,FL05,A00207,20,,,,,,,,,,,
2021040512-20,8000051652,A0020701,分,1,0.15,8000051652,FL04,A00207,20,,,,,,,,,,,
2021040512-20,8000051652,A0020701,分,1,0.15,8000051652,FL03,A00207,20,,,,,,,,,,,
2021040512-20,8000051652,A0020701,分,1,0.15,8000051652,FL02,A00207,20,,,,,,,,,,,
2021040512-20,8000051652,A0020701,分,1,0.15,8000051652,FL01,A00207,20,,,,,,,,,,,
2021040512-20,8000025584,A0020201,分,1,0.4,"G01030101,12",RB04,A00202,20,,,,,,,,,,,
2021040512-20,8000025584,A0020201,分,1,0.3,"G01030101,12",RB02,A00202,20,,,,,,,,,,,
2021040512-20,8000025584,A0020201,分,1,0.3,"G01030101,12",RB01,A00202,20,,,,,,,,,,,
2021040512-20,8000045890,A0020301,分,1,0.05,"G01030203,,,,橙,4.9,36,",SC15,A00203,30,,,,,,,,,,,
2021040512-20,8000045890,A0020301,分,1,0.05,"G01030203,,,,橙,4.9,36,",SC13,A00203,30,,,,,,,,,,,
2021040512-20,8000045890,A0020301,分,1,0.05,"G01030203,,,,橙,4.9,36,",SC12,A00203,30,,,,,,,,,,,
2021040512-20,8000068400,A0020401,分,1,0.04,"G01030302,充油,,1+4,4.9,钢丝",ST13,A00204,30,,,,,,,,,,,
2021040512-20,8000068400,A0020401,分,1,0.04,"G01030302,充油,,1+4,4.9,钢丝",ST12,A00204,30,,,,,,,,,,,
2021040512-20,8000068400,A0020401,分,1,0.04,"G01030302,充油,,1+4,4.9,钢丝",ST11,A00204,30,,,,,,,,,,,
2021040512-20,8000189678,A0020601,分,1,0.04,"G01030601,GYDTA,0,0.000,N,1+4,/4.9,1.8",SH02,A00206,20,,,,,,,,,,,
2021040512-20,8000189678,A0020601,分,1,0.04,"G01030601,GYDTA,0,0.000,N,1+4,/4.9,1.8",SH01,A00206,20,,,,,,,,,,,
2021040512-20,8000189678,A0020601,分,1,0.04,"G01030601,GYDTA,0,0.000,N,1+4,/4.9,1.8",SH12,A00206,20,,,,,,,,,,,
2021040512-20,8000189678,A0020601,分,1,0.04,"G01030601,GYDTA,0,0.000,N,1+4,/4.9,1.8",SH11,A00206,20,,,,,,,,,,,
2021040512-20,8000189678,A0020601,分,1,0.04,"G01030601,GYDTA,0,0.000,N,1+4,/4.9,1.8",SH10,A00206,20,,,,,,,,,,,
2021040512-20,8000189678,A0020601,分,1,0.04,"G01030601,GYDTA,0,0.000,N,1+4,/4.9,1.8",SH09,A00206,20,,,,,,,,,,,
2021040512-20,8000189678,A0020601,分,1,0.04,"G01030601,GYDTA,0,0.000,N,1+4,/4.9,1.8",SH08,A00206,20,,,,,,,,,,,
2021040512-20,8000189678,A0020601,分,1,0.04,"G01030601,GYDTA,0,0.000,N,1+4,/4.9,1.8",SH07,A00206,20,,,,,,,,,,,
2021040512-20,8000189678,A0020601,分,1,0.04,"G01030601,GYDTA,0,0.000,N,1+4,/4.9,1.8",SH19,A00206,20,,,,,,,,,,,
2021040512-20,8000189678,A0020601,分,1,0.04,"G01030601,GYDTA,0,0.000,N,1+4,/4.9,1.8",SH18,A00206,20,,,,,,,,,,,
2021040512-20,8000189678,A0020601,分,1,0.04,"G01030601,GYDTA,0,0.000,N,1+4,/4.9,1.8",SH16,A00206,20,,,,,,,,,,,
2021040512-20,8000189678,A0020601,分,1,0.04,"G01030601,GYDTA,0,0.000,N,1+4,/4.9,1.8",SH15,A00206,20,,,,,,,,,,,
2021040512-20,8000189678,A0020601,分,1,0.04,"G01030601,GYDTA,0,0.000,N,1+4,/4.9,1.8",SH13,A00206,20,,,,,,,,,,,
2021040512-20,8000189678,A0020601,分,1,0.04,"G01030601,GYDTA,0,0.000,N,1+4,/4.9,1.8",SH21,A00206,20,,,,,,,,,,,
2021040512-20,8000189678,A0020601,分,1,0.04,"G01030601,GYDTA,0,0.000,N,1+4,/4.9,1.8",SH20,A00206,20,,,,,,,,,,,
2021040512-20,8000189678,A0020601,分,1,0.04,"G01030601,GYDTA,0,0.000,N,1+4,/4.9,1.8",SH05,A00206,20,,,,,,,,,,,
2021040512-20,8000189678,A0020601,分,1,0.04,"G01030601,GYDTA,0,0.000,N,1+4,/4.9,1.8",SH04,A00206,20,,,,,,,,,,,
2021040512-20,8000189678,A0020601,分,1,0.04,"G01030601,GYDTA,0,0.000,N,1+4,/4.9,1.8",SH03,A00206,20,,,,,,,,,,,
2021040512-20,8000236246,A0020701,分,1,0.02,8000236246,CS05,A00207,20,,,,,,,,,,,
2021040512-20,8000236246,A0020701,分,1,0.02,8000236246,CS01,A00207,20,,,,,,,,,,,
2021040512-20,8000236246,A0020701,分,1,0.02,8000236246,FL07,A00207,20,,,,,,,,,,,
2021040512-20,8000236246,A0020701,分,1,0.02,8000236246,FL06,A00207,20,,,,,,,,,,,
2021040512-20,8000236246,A0020701,分,1,0.02,8000236246,FL05,A00207,20,,,,,,,,,,,
2021040512-20,8000236246,A0020701,分,1,0.02,8000236246,FL04,A00207,20,,,,,,,,,,,
2021040512-20,8000236246,A0020701,分,1,0.02,8000236246,FL03,A00207,20,,,,,,,,,,,
2021040512-20,8000236246,A0020701,分,1,0.02,8000236246,FL02,A00207,20,,,,,,,,,,,
2021040512-20,8000236246,A0020701,分,1,0.02,8000236246,FL01,A00207,20,,,,,,,,,,,
2021040512-20,8000045889,A0020301,分,1,0.05,"G01030203,,,,蓝,4.9,36,",SC15,A00203,30,,,,,,,,,,,
2021040512-20,8000045889,A0020301,分,1,0.05,"G01030203,,,,蓝,4.9,36,",SC13,A00203,30,,,,,,,,,,,
2021040512-20,8000045889,A0020301,分,1,0.05,"G01030203,,,,蓝,4.9,36,",SC12,A00203,30,,,,,,,,,,,
2021045407-50,8000288412,A0020601,分,1,0.05,"G01031701,全干式ADSS,0,20.000,Y,1+6,/2.5,1.8",SH10,A00206,40,,,,,,,,,,,
2021045407-50,8000288412,A0020601,分,1,0.05,"G01031701,全干式ADSS,0,20.000,Y,1+6,/2.5,1.8",SH16,A00206,40,,,,,,,,,,,
2021045407-50,8000288412,A0020601,分,1,0.05,"G01031701,全干式ADSS,0,20.000,Y,1+6,/2.5,1.8",SH15,A00206,40,,,,,,,,,,,
2021045407-50,8000288412,A0020601,分,1,0.05,"G01031701,全干式ADSS,0,20.000,Y,1+6,/2.5,1.8",SH20,A00206,40,,,,,,,,,,,
2021045407-50,8000288412,A0020601,分,1,0.05,"G01031701,全干式ADSS,0,20.000,Y,1+6,/2.5,1.8",SH05,A00206,40,,,,,,,,,,,
2021045407-50,8000288412,A0020601,分,1,0.05,"G01031701,全干式ADSS,0,20.000,Y,1+6,/2.5,1.8",SH04,A00206,40,,,,,,,,,,,
2021045407-50,8000055922,A0020401,分,1,0.06,"G01030301,阻水纱,,1+6,2.5,FRP",ST19,A00204,30,,,,,,,,,,,
2021045407-50,8000055922,A0020401,分,1,0.06,"G01030301,阻水纱,,1+6,2.5,FRP",ST18,A00204,30,,,,,,,,,,,
2021045407-50,8000055922,A0020401,分,1,0.06,"G01030301,阻水纱,,1+6,2.5,FRP",ST17,A00204,30,,,,,,,,,,,
2021045407-50,8000055922,A0020401,分,1,0.06,"G01030301,阻水纱,,1+6,2.5,FRP",ST16,A00204,30,,,,,,,,,,,
2021045407-50,8000055922,A0020401,分,1,0.06,"G01030301,阻水纱,,1+6,2.5,FRP",ST15,A00204,30,,,,,,,,,,,
2021045407-50,8000055922,A0020401,分,1,0.04,"G01030301,阻水纱,,1+6,2.5,FRP",ST13,A00204,30,,,,,,,,,,,
2021045407-50,8000055922,A0020401,分,1,0.04,"G01030301,阻水纱,,1+6,2.5,FRP",ST12,A00204,30,,,,,,,,,,,
2021045407-50,8000055922,A0020401,分,1,0.04,"G01030301,阻水纱,,1+6,2.5,FRP",ST11,A00204,30,,,,,,,,,,,
2021045407-50,8000055922,A0020401,分,1,0.06,"G01030301,阻水纱,,1+6,2.5,FRP",ST10,A00204,30,,,,,,,,,,,
2021045407-50,8000055922,A0020401,分,1,0.06,"G01030301,阻水纱,,1+6,2.5,FRP",ST09,A00204,30,,,,,,,,,,,
2021045407-50,8000055922,A0020401,分,1,0.06,"G01030301,阻水纱,,1+6,2.5,FRP",ST08,A00204,30,,,,,,,,,,,
2021045407-50,8000055922,A0020401,分,1,0.06,"G01030301,阻水纱,,1+6,2.5,FRP",ST07,A00204,30,,,,,,,,,,,
2021045407-50,8000055922,A0020401,分,1,0.06,"G01030301,阻水纱,,1+6,2.5,FRP",ST06,A00204,30,,,,,,,,,,,
2021045407-50,8000055922,A0020401,分,1,0.06,"G01030301,阻水纱,,1+6,2.5,FRP",ST05,A00204,30,,,,,,,,,,,
2021045407-50,8000055922,A0020401,分,1,0.06,"G01030301,阻水纱,,1+6,2.5,FRP",ST04,A00204,30,,,,,,,,,,,
2021045407-50,8000055922,A0020401,分,1,0.06,"G01030301,阻水纱,,1+6,2.5,FRP",ST03,A00204,30,,,,,,,,,,,
2021045407-50,8000055922,A0020401,分,1,0.06,"G01030301,阻水纱,,1+6,2.5,FRP",ST02,A00204,30,,,,,,,,,,,
2021045407-50,8000055922,A0020401,分,1,0.06,"G01030301,阻水纱,,1+6,2.5,FRP",ST01,A00204,30,,,,,,,,,,,
2021045407-50,8000288531,A0020301,分,1,0.2,"G01030201,,PP,干式,白,2.5,12,",SC18,A00203,30,,,,,,,,,,,
2021045407-50,8000288531,A0020301,分,1,0.15,"G01030201,,PP,干式,白,2.5,12,",SC16,A00203,30,,,,,,,,,,,
2021045407-50,8000288530,A0020301,分,1,0.2,"G01030201,,PP,干式,灰,2.5,12,",SC18,A00203,30,,,,,,,,,,,
2021045407-50,8000288530,A0020301,分,1,0.15,"G01030201,,PP,干式,灰,2.5,12,",SC16,A00203,30,,,,,,,,,,,
2021045407-50,8000288529,A0020301,分,1,0.15,"G01030201,,PP,干式,棕,2.5,12,",SC19,A00203,30,,,,,,,,,,,
2021045407-50,8000288529,A0020301,分,1,0.2,"G01030201,,PP,干式,棕,2.5,12,",SC18,A00203,30,,,,,,,,,,,
2021045407-50,8000288529,A0020301,分,1,0.15,"G01030201,,PP,干式,棕,2.5,12,",SC16,A00203,30,,,,,,,,,,,
2021045407-50,8000288528,A0020301,分,1,0.15,"G01030201,,PP,干式,绿,2.5,12,",SC19,A00203,30,,,,,,,,,,,
2021045407-50,8000288528,A0020301,分,1,0.2,"G01030201,,PP,干式,绿,2.5,12,",SC18,A00203,30,,,,,,,,,,,
2021045407-50,8000288528,A0020301,分,1,0.15,"G01030201,,PP,干式,绿,2.5,12,",SC16,A00203,30,,,,,,,,,,,
2021045407-50,8000288526,A0020301,分,1,0.15,"G01030201,,PP,干式,蓝,2.5,12,",SC19,A00203,30,,,,,,,,,,,
2021045407-50,8000288526,A0020301,分,1,0.2,"G01030201,,PP,干式,蓝,2.5,12,",SC18,A00203,30,,,,,,,,,,,
2021045407-50,8000288526,A0020301,分,1,0.15,"G01030201,,PP,干式,蓝,2.5,12,",SC16,A00203,30,,,,,,,,,,,
2021045407-50,8000288527,A0020301,分,1,0.15,"G01030201,,PP,干式,橙,2.5,12,",SC16,A00203,30,,,,,,,,,,,
2021045407-50,8000288527,A0020301,分,1,0.15,"G01030201,,PP,干式,橙,2.5,12,",SC19,A00203,30,,,,,,,,,,,
2021045407-50,8000288527,A0020301,分,1,0.2,"G01030201,,PP,干式,橙,2.5,12,",SC18,A00203,30,,,,,,,,,,,
2021040468-10,8000051652,A0020701,分,1,0.15,8000051652,CS05,A00207,20,,,,,,,,,,,
2021040468-10,8000051652,A0020701,分,1,0.15,8000051652,CS01,A00207,20,,,,,,,,,,,
2021040468-10,8000051652,A0020701,分,1,0.15,8000051652,FL07,A00207,20,,,,,,,,,,,
2021040468-10,8000051652,A0020701,分,1,0.15,8000051652,FL06,A00207,20,,,,,,,,,,,
2021040468-10,8000051652,A0020701,分,1,0.15,8000051652,FL05,A00207,20,,,,,,,,,,,
2021040468-10,8000051652,A0020701,分,1,0.15,8000051652,FL04,A00207,20,,,,,,,,,,,
2021040468-10,8000051652,A0020701,分,1,0.15,8000051652,FL03,A00207,20,,,,,,,,,,,
2021040468-10,8000051652,A0020701,分,1,0.15,8000051652,FL02,A00207,20,,,,,,,,,,,
2021040468-10,8000051652,A0020701,分,1,0.15,8000051652,FL01,A00207,20,,,,,,,,,,,
2021040468-10,8000068400,A0020401,分,1,0.04,"G01030302,充油,,1+4,4.9,钢丝",ST13,A00204,30,,,,,,,,,,,
2021040468-10,8000068400,A0020401,分,1,0.04,"G01030302,充油,,1+4,4.9,钢丝",ST12,A00204,30,,,,,,,,,,,
2021040468-10,8000068400,A0020401,分,1,0.04,"G01030302,充油,,1+4,4.9,钢丝",ST11,A00204,30,,,,,,,,,,,
2021040468-10,8000045889,A0020301,分,1,0.05,"G01030203,,,,蓝,4.9,36,",SC15,A00203,30,,,,,,,,,,,
2021040468-10,8000045889,A0020301,分,1,0.05,"G01030203,,,,蓝,4.9,36,",SC13,A00203,30,,,,,,,,,,,
2021040468-10,8000045889,A0020301,分,1,0.05,"G01030203,,,,蓝,4.9,36,",SC12,A00203,30,,,,,,,,,,,
2021040468-10,8000236246,A0020701,分,1,0.02,8000236246,CS05,A00207,20,,,,,,,,,,,
2021040468-10,8000236246,A0020701,分,1,0.02,8000236246,CS01,A00207,20,,,,,,,,,,,
2021040468-10,8000236246,A0020701,分,1,0.02,8000236246,FL07,A00207,20,,,,,,,,,,,
2021040468-10,8000236246,A0020701,分,1,0.02,8000236246,FL06,A00207,20,,,,,,,,,,,
2021040468-10,8000236246,A0020701,分,1,0.02,8000236246,FL05,A00207,20,,,,,,,,,,,
2021040468-10,8000236246,A0020701,分,1,0.02,8000236246,FL04,A00207,20,,,,,,,,,,,
2021040468-10,8000236246,A0020701,分,1,0.02,8000236246,FL03,A00207,20,,,,,,,,,,,
2021040468-10,8000236246,A0020701,分,1,0.02,8000236246,FL02,A00207,20,,,,,,,,,,,
2021040468-10,8000236246,A0020701,分,1,0.02,8000236246,FL01,A00207,20,,,,,,,,,,,
2021040468-10,8000189678,A0020601,分,1,0.04,"G01030601,GYDTA,0,0.000,N,1+4,/4.9,1.95",SH02,A00206,20,,,,,,,,,,,
2021040468-10,8000189678,A0020601,分,1,0.04,"G01030601,GYDTA,0,0.000,N,1+4,/4.9,1.95",SH01,A00206,20,,,,,,,,,,,
2021040468-10,8000189678,A0020601,分,1,0.04,"G01030601,GYDTA,0,0.000,N,1+4,/4.9,1.95",SH12,A00206,20,,,,,,,,,,,
2021040468-10,8000189678,A0020601,分,1,0.04,"G01030601,GYDTA,0,0.000,N,1+4,/4.9,1.95",SH11,A00206,20,,,,,,,,,,,
2021040468-10,8000189678,A0020601,分,1,0.04,"G01030601,GYDTA,0,0.000,N,1+4,/4.9,1.95",SH10,A00206,20,,,,,,,,,,,
2021040468-10,8000189678,A0020601,分,1,0.04,"G01030601,GYDTA,0,0.000,N,1+4,/4.9,1.95",SH09,A00206,20,,,,,,,,,,,
2021040468-10,8000189678,A0020601,分,1,0.04,"G01030601,GYDTA,0,0.000,N,1+4,/4.9,1.95",SH08,A00206,20,,,,,,,,,,,
